Domaine,Zone,Élément,Produit,Année,Unité,Valeur
"Bilans Alimentaires (2010-)","Macédoine du Nord","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","7"
"Bilans Alimentaires (2010-)","Macédoine du Nord","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","2.32"
"Bilans Alimentaires (2010-)","Macédoine du Nord","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","4.91"
"Bilans Alimentaires (2010-)","Macédoine du Nord","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","5.15"
"Bilans Alimentaires (2010-)","Macédoine du Nord","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","1.51"
"Bilans Alimentaires (2010-)","Macédoine du Nord","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","0.07"
"Bilans Alimentaires (2010-)","Macédoine du Nord","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","0.13"
"Bilans Alimentaires (2010-)","Macédoine du Nord","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","0.1"
"Bilans Alimentaires (2010-)","Macédoine du Nord","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Madagascar","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","43"
"Bilans Alimentaires (2010-)","Madagascar","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","14"
"Bilans Alimentaires (2010-)","Madagascar","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","26"
"Bilans Alimentaires (2010-)","Madagascar","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","84"
"Bilans Alimentaires (2010-)","Madagascar","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","8"
"Bilans Alimentaires (2010-)","Madagascar","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","37"
"Bilans Alimentaires (2010-)","Madagascar","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","41.34"
"Bilans Alimentaires (2010-)","Madagascar","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","5.54"
"Bilans Alimentaires (2010-)","Madagascar","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","24.4"
"Bilans Alimentaires (2010-)","Madagascar","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","57.1"
"Bilans Alimentaires (2010-)","Madagascar","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","16.43"
"Bilans Alimentaires (2010-)","Madagascar","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","2.57"
"Bilans Alimentaires (2010-)","Madagascar","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","5.26"
"Bilans Alimentaires (2010-)","Madagascar","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","0.77"
"Bilans Alimentaires (2010-)","Malaisie","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","244"
"Bilans Alimentaires (2010-)","Malaisie","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","43"
"Bilans Alimentaires (2010-)","Malaisie","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","246"
"Bilans Alimentaires (2010-)","Malaisie","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","1689"
"Bilans Alimentaires (2010-)","Malaisie","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Malaisie","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","26"
"Bilans Alimentaires (2010-)","Malaisie","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","200.6"
"Bilans Alimentaires (2010-)","Malaisie","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","412.63"
"Bilans Alimentaires (2010-)","Malaisie","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","665.79"
"Bilans Alimentaires (2010-)","Malaisie","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","369.63"
"Bilans Alimentaires (2010-)","Malaisie","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","144.03"
"Bilans Alimentaires (2010-)","Malaisie","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","79.67"
"Bilans Alimentaires (2010-)","Malaisie","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","48.07"
"Bilans Alimentaires (2010-)","Malaisie","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","6.94"
"Bilans Alimentaires (2010-)","Malawi","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","47"
"Bilans Alimentaires (2010-)","Malawi","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","48"
"Bilans Alimentaires (2010-)","Malawi","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","188"
"Bilans Alimentaires (2010-)","Malawi","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","130"
"Bilans Alimentaires (2010-)","Malawi","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Malawi","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","22"
"Bilans Alimentaires (2010-)","Malawi","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","211.89"
"Bilans Alimentaires (2010-)","Malawi","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","0.03"
"Bilans Alimentaires (2010-)","Malawi","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","1.38"
"Bilans Alimentaires (2010-)","Malawi","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","3.85"
"Bilans Alimentaires (2010-)","Malawi","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","0.03"
"Bilans Alimentaires (2010-)","Malawi","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Malawi","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Malawi","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Maldives","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","5"
"Bilans Alimentaires (2010-)","Maldives","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","1"
"Bilans Alimentaires (2010-)","Maldives","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Maldives","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","12"
"Bilans Alimentaires (2010-)","Maldives","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Maldives","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Maldives","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","0.28"
"Bilans Alimentaires (2010-)","Maldives","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","0.26"
"Bilans Alimentaires (2010-)","Maldives","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","53.8"
"Bilans Alimentaires (2010-)","Maldives","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","0.49"
"Bilans Alimentaires (2010-)","Maldives","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","1.76"
"Bilans Alimentaires (2010-)","Maldives","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","0.39"
"Bilans Alimentaires (2010-)","Maldives","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","0.73"
"Bilans Alimentaires (2010-)","Maldives","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","0.03"
"Bilans Alimentaires (2010-)","Mali","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","183"
"Bilans Alimentaires (2010-)","Mali","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","157"
"Bilans Alimentaires (2010-)","Mali","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","3"
"Bilans Alimentaires (2010-)","Mali","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","55"
"Bilans Alimentaires (2010-)","Mali","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","52"
"Bilans Alimentaires (2010-)","Mali","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","65"
"Bilans Alimentaires (2010-)","Mali","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","119.94"
"Bilans Alimentaires (2010-)","Mali","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","35.53"
"Bilans Alimentaires (2010-)","Mali","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","7.55"
"Bilans Alimentaires (2010-)","Mali","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","15.42"
"Bilans Alimentaires (2010-)","Mali","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","0.13"
"Bilans Alimentaires (2010-)","Mali","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Mali","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","0.49"
"Bilans Alimentaires (2010-)","Mali","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Malte","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","10"
"Bilans Alimentaires (2010-)","Malte","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","1"
"Bilans Alimentaires (2010-)","Malte","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","17"
"Bilans Alimentaires (2010-)","Malte","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","13"
"Bilans Alimentaires (2010-)","Malte","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","3"
"Bilans Alimentaires (2010-)","Malte","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","1"
"Bilans Alimentaires (2010-)","Malte","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","2.1"
"Bilans Alimentaires (2010-)","Malte","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","2.36"
"Bilans Alimentaires (2010-)","Malte","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","67.71"
"Bilans Alimentaires (2010-)","Malte","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","2.82"
"Bilans Alimentaires (2010-)","Malte","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","0.6"
"Bilans Alimentaires (2010-)","Malte","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","1.09"
"Bilans Alimentaires (2010-)","Malte","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","1.68"
"Bilans Alimentaires (2010-)","Malte","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","0.01"
"Bilans Alimentaires (2010-)","Maroc","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","255"
"Bilans Alimentaires (2010-)","Maroc","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","181"
"Bilans Alimentaires (2010-)","Maroc","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","1"
"Bilans Alimentaires (2010-)","Maroc","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","730"
"Bilans Alimentaires (2010-)","Maroc","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","66"
"Bilans Alimentaires (2010-)","Maroc","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","100"
"Bilans Alimentaires (2010-)","Maroc","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","17.89"
"Bilans Alimentaires (2010-)","Maroc","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","61.26"
"Bilans Alimentaires (2010-)","Maroc","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","557.66"
"Bilans Alimentaires (2010-)","Maroc","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","38.46"
"Bilans Alimentaires (2010-)","Maroc","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","14.78"
"Bilans Alimentaires (2010-)","Maroc","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","3.9"
"Bilans Alimentaires (2010-)","Maroc","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","1.05"
"Bilans Alimentaires (2010-)","Maroc","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Maurice","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","9"
"Bilans Alimentaires (2010-)","Maurice","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","5"
"Bilans Alimentaires (2010-)","Maurice","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","4"
"Bilans Alimentaires (2010-)","Maurice","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","49"
"Bilans Alimentaires (2010-)","Maurice","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","1"
"Bilans Alimentaires (2010-)","Maurice","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","2"
"Bilans Alimentaires (2010-)","Maurice","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","1.57"
"Bilans Alimentaires (2010-)","Maurice","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","2.94"
"Bilans Alimentaires (2010-)","Maurice","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","39.72"
"Bilans Alimentaires (2010-)","Maurice","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","4.83"
"Bilans Alimentaires (2010-)","Maurice","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","3.39"
"Bilans Alimentaires (2010-)","Maurice","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","1.89"
"Bilans Alimentaires (2010-)","Maurice","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","0.62"
"Bilans Alimentaires (2010-)","Maurice","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","0.03"
"Bilans Alimentaires (2010-)","Mauritanie","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","30"
"Bilans Alimentaires (2010-)","Mauritanie","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","54"
"Bilans Alimentaires (2010-)","Mauritanie","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Mauritanie","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","22"
"Bilans Alimentaires (2010-)","Mauritanie","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","27"
"Bilans Alimentaires (2010-)","Mauritanie","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","17"
"Bilans Alimentaires (2010-)","Mauritanie","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","15.02"
"Bilans Alimentaires (2010-)","Mauritanie","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","2.66"
"Bilans Alimentaires (2010-)","Mauritanie","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","15.76"
"Bilans Alimentaires (2010-)","Mauritanie","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","2.83"
"Bilans Alimentaires (2010-)","Mauritanie","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","0.49"
"Bilans Alimentaires (2010-)","Mauritanie","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","0.62"
"Bilans Alimentaires (2010-)","Mauritanie","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","4.54"
"Bilans Alimentaires (2010-)","Mauritanie","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Mexique","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","1868"
"Bilans Alimentaires (2010-)","Mexique","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","114"
"Bilans Alimentaires (2010-)","Mexique","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","2195"
"Bilans Alimentaires (2010-)","Mexique","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","4214"
"Bilans Alimentaires (2010-)","Mexique","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","81"
"Bilans Alimentaires (2010-)","Mexique","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","704"
"Bilans Alimentaires (2010-)","Mexique","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","561.94"
"Bilans Alimentaires (2010-)","Mexique","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","217.89"
"Bilans Alimentaires (2010-)","Mexique","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","530.77"
"Bilans Alimentaires (2010-)","Mexique","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","22.45"
"Bilans Alimentaires (2010-)","Mexique","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","305.2"
"Bilans Alimentaires (2010-)","Mexique","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","54.2"
"Bilans Alimentaires (2010-)","Mexique","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","125.12"
"Bilans Alimentaires (2010-)","Mexique","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","37.68"
"Bilans Alimentaires (2010-)","Mongolie","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","77"
"Bilans Alimentaires (2010-)","Mongolie","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","185"
"Bilans Alimentaires (2010-)","Mongolie","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","1"
"Bilans Alimentaires (2010-)","Mongolie","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","9"
"Bilans Alimentaires (2010-)","Mongolie","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","37"
"Bilans Alimentaires (2010-)","Mongolie","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","84"
"Bilans Alimentaires (2010-)","Mongolie","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","0.08"
"Bilans Alimentaires (2010-)","Mongolie","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","0.03"
"Bilans Alimentaires (2010-)","Mongolie","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","1.36"
"Bilans Alimentaires (2010-)","Mongolie","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","0.32"
"Bilans Alimentaires (2010-)","Mongolie","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","0.05"
"Bilans Alimentaires (2010-)","Mongolie","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","0.01"
"Bilans Alimentaires (2010-)","Mongolie","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Mongolie","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Monténégro","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","9"
"Bilans Alimentaires (2010-)","Monténégro","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","2"
"Bilans Alimentaires (2010-)","Monténégro","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","33"
"Bilans Alimentaires (2010-)","Monténégro","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","10"
"Bilans Alimentaires (2010-)","Monténégro","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Monténégro","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","2"
"Bilans Alimentaires (2010-)","Monténégro","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","1.44"
"Bilans Alimentaires (2010-)","Monténégro","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","1.91"
"Bilans Alimentaires (2010-)","Monténégro","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","3.2"
"Bilans Alimentaires (2010-)","Monténégro","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","0.5"
"Bilans Alimentaires (2010-)","Monténégro","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","0.49"
"Bilans Alimentaires (2010-)","Monténégro","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","0.69"
"Bilans Alimentaires (2010-)","Monténégro","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","0.61"
"Bilans Alimentaires (2010-)","Monténégro","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","0.02"
"Bilans Alimentaires (2010-)","Mozambique","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","20"
"Bilans Alimentaires (2010-)","Mozambique","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","2"
"Bilans Alimentaires (2010-)","Mozambique","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","133"
"Bilans Alimentaires (2010-)","Mozambique","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","116"
"Bilans Alimentaires (2010-)","Mozambique","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Mozambique","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","12"
"Bilans Alimentaires (2010-)","Mozambique","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","98.78"
"Bilans Alimentaires (2010-)","Mozambique","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","2.43"
"Bilans Alimentaires (2010-)","Mozambique","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","22.99"
"Bilans Alimentaires (2010-)","Mozambique","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","213.18"
"Bilans Alimentaires (2010-)","Mozambique","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","17.24"
"Bilans Alimentaires (2010-)","Mozambique","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","4.01"
"Bilans Alimentaires (2010-)","Mozambique","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","0.03"
"Bilans Alimentaires (2010-)","Mozambique","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Myanmar","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","444"
"Bilans Alimentaires (2010-)","Myanmar","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","93"
"Bilans Alimentaires (2010-)","Myanmar","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","907"
"Bilans Alimentaires (2010-)","Myanmar","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","1733"
"Bilans Alimentaires (2010-)","Myanmar","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Myanmar","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","152"
"Bilans Alimentaires (2010-)","Myanmar","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","1734.78"
"Bilans Alimentaires (2010-)","Myanmar","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","0.03"
"Bilans Alimentaires (2010-)","Myanmar","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","9.62"
"Bilans Alimentaires (2010-)","Myanmar","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","707.29"
"Bilans Alimentaires (2010-)","Myanmar","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","3.67"
"Bilans Alimentaires (2010-)","Myanmar","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","0.11"
"Bilans Alimentaires (2010-)","Myanmar","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","0.13"
"Bilans Alimentaires (2010-)","Myanmar","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","1.18"
"Bilans Alimentaires (2010-)","Namibie","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","18"
"Bilans Alimentaires (2010-)","Namibie","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","9"
"Bilans Alimentaires (2010-)","Namibie","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","10"
"Bilans Alimentaires (2010-)","Namibie","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","27"
"Bilans Alimentaires (2010-)","Namibie","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","12"
"Bilans Alimentaires (2010-)","Namibie","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","7"
"Bilans Alimentaires (2010-)","Namibie","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","3.56"
"Bilans Alimentaires (2010-)","Namibie","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","4.97"
"Bilans Alimentaires (2010-)","Namibie","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","22.69"
"Bilans Alimentaires (2010-)","Namibie","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","0.56"
"Bilans Alimentaires (2010-)","Namibie","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","0.94"
"Bilans Alimentaires (2010-)","Namibie","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","2.34"
"Bilans Alimentaires (2010-)","Namibie","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","0.85"
"Bilans Alimentaires (2010-)","Namibie","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","0.02"
"Bilans Alimentaires (2010-)","Népal","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","222"
"Bilans Alimentaires (2010-)","Népal","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","70"
"Bilans Alimentaires (2010-)","Népal","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","25"
"Bilans Alimentaires (2010-)","Népal","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","58"
"Bilans Alimentaires (2010-)","Népal","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Népal","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","79"
"Bilans Alimentaires (2010-)","Népal","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","79.71"
"Bilans Alimentaires (2010-)","Népal","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","0.16"
"Bilans Alimentaires (2010-)","Népal","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","6.36"
"Bilans Alimentaires (2010-)","Népal","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","6.55"
"Bilans Alimentaires (2010-)","Népal","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","0.03"
"Bilans Alimentaires (2010-)","Népal","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Népal","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","0"
