Domaine,Zone,Élément,Produit,Année,Unité,Valeur
"Bilans Alimentaires (2010-)","Congo","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","19"
"Bilans Alimentaires (2010-)","Congo","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","42.6"
"Bilans Alimentaires (2010-)","Congo","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","51.25"
"Bilans Alimentaires (2010-)","Congo","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","44.05"
"Bilans Alimentaires (2010-)","Congo","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","10.63"
"Bilans Alimentaires (2010-)","Congo","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","0.63"
"Bilans Alimentaires (2010-)","Congo","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","0.82"
"Bilans Alimentaires (2010-)","Congo","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","0.3"
"Bilans Alimentaires (2010-)","Congo","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Costa Rica","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","62"
"Bilans Alimentaires (2010-)","Costa Rica","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Costa Rica","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","63"
"Bilans Alimentaires (2010-)","Costa Rica","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","134"
"Bilans Alimentaires (2010-)","Costa Rica","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Costa Rica","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","9"
"Bilans Alimentaires (2010-)","Costa Rica","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","35.02"
"Bilans Alimentaires (2010-)","Costa Rica","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","6.08"
"Bilans Alimentaires (2010-)","Costa Rica","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","53.01"
"Bilans Alimentaires (2010-)","Costa Rica","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","2.33"
"Bilans Alimentaires (2010-)","Costa Rica","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","4.17"
"Bilans Alimentaires (2010-)","Costa Rica","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","1.77"
"Bilans Alimentaires (2010-)","Costa Rica","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","3.27"
"Bilans Alimentaires (2010-)","Costa Rica","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","0.04"
"Bilans Alimentaires (2010-)","Côte d'Ivoire","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","33"
"Bilans Alimentaires (2010-)","Côte d'Ivoire","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","12"
"Bilans Alimentaires (2010-)","Côte d'Ivoire","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","36"
"Bilans Alimentaires (2010-)","Côte d'Ivoire","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","49"
"Bilans Alimentaires (2010-)","Côte d'Ivoire","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","153"
"Bilans Alimentaires (2010-)","Côte d'Ivoire","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","103"
"Bilans Alimentaires (2010-)","Côte d'Ivoire","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","86.48"
"Bilans Alimentaires (2010-)","Côte d'Ivoire","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","31.45"
"Bilans Alimentaires (2010-)","Côte d'Ivoire","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","384.53"
"Bilans Alimentaires (2010-)","Côte d'Ivoire","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","64.7"
"Bilans Alimentaires (2010-)","Côte d'Ivoire","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","1.44"
"Bilans Alimentaires (2010-)","Côte d'Ivoire","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","0.06"
"Bilans Alimentaires (2010-)","Côte d'Ivoire","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","0.04"
"Bilans Alimentaires (2010-)","Côte d'Ivoire","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","0.01"
"Bilans Alimentaires (2010-)","Croatie","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","53"
"Bilans Alimentaires (2010-)","Croatie","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","6"
"Bilans Alimentaires (2010-)","Croatie","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","207"
"Bilans Alimentaires (2010-)","Croatie","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","45"
"Bilans Alimentaires (2010-)","Croatie","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","7"
"Bilans Alimentaires (2010-)","Croatie","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","18"
"Bilans Alimentaires (2010-)","Croatie","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","5.4"
"Bilans Alimentaires (2010-)","Croatie","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","17.52"
"Bilans Alimentaires (2010-)","Croatie","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","37.66"
"Bilans Alimentaires (2010-)","Croatie","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","0.35"
"Bilans Alimentaires (2010-)","Croatie","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","3.65"
"Bilans Alimentaires (2010-)","Croatie","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","12.29"
"Bilans Alimentaires (2010-)","Croatie","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","2.3"
"Bilans Alimentaires (2010-)","Croatie","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","0.03"
"Bilans Alimentaires (2010-)","Cuba","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","78"
"Bilans Alimentaires (2010-)","Cuba","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","14"
"Bilans Alimentaires (2010-)","Cuba","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","217"
"Bilans Alimentaires (2010-)","Cuba","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","326"
"Bilans Alimentaires (2010-)","Cuba","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","62"
"Bilans Alimentaires (2010-)","Cuba","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","30"
"Bilans Alimentaires (2010-)","Cuba","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","27.7"
"Bilans Alimentaires (2010-)","Cuba","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","9.03"
"Bilans Alimentaires (2010-)","Cuba","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","18.6"
"Bilans Alimentaires (2010-)","Cuba","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","4.43"
"Bilans Alimentaires (2010-)","Cuba","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","2.67"
"Bilans Alimentaires (2010-)","Cuba","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","0.45"
"Bilans Alimentaires (2010-)","Cuba","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","4.06"
"Bilans Alimentaires (2010-)","Cuba","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","0.02"
"Bilans Alimentaires (2010-)","Danemark","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","136"
"Bilans Alimentaires (2010-)","Danemark","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","5"
"Bilans Alimentaires (2010-)","Danemark","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","148"
"Bilans Alimentaires (2010-)","Danemark","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","146"
"Bilans Alimentaires (2010-)","Danemark","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","7"
"Bilans Alimentaires (2010-)","Danemark","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","50"
"Bilans Alimentaires (2010-)","Danemark","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","10.62"
"Bilans Alimentaires (2010-)","Danemark","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","44.46"
"Bilans Alimentaires (2010-)","Danemark","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","88.51"
"Bilans Alimentaires (2010-)","Danemark","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","0.02"
"Bilans Alimentaires (2010-)","Danemark","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","38.02"
"Bilans Alimentaires (2010-)","Danemark","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","0.34"
"Bilans Alimentaires (2010-)","Danemark","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","8.83"
"Bilans Alimentaires (2010-)","Danemark","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","1.87"
"Bilans Alimentaires (2010-)","Djibouti","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","7"
"Bilans Alimentaires (2010-)","Djibouti","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","5"
"Bilans Alimentaires (2010-)","Djibouti","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Djibouti","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","3"
"Bilans Alimentaires (2010-)","Djibouti","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","1"
"Bilans Alimentaires (2010-)","Djibouti","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","2"
"Bilans Alimentaires (2010-)","Djibouti","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","0.02"
"Bilans Alimentaires (2010-)","Djibouti","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","0.67"
"Bilans Alimentaires (2010-)","Djibouti","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","2.45"
"Bilans Alimentaires (2010-)","Djibouti","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","0.26"
"Bilans Alimentaires (2010-)","Djibouti","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","0.07"
"Bilans Alimentaires (2010-)","Djibouti","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Djibouti","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","0.01"
"Bilans Alimentaires (2010-)","Djibouti","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Dominique","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","1"
"Bilans Alimentaires (2010-)","Dominique","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Dominique","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","1"
"Bilans Alimentaires (2010-)","Dominique","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","4"
"Bilans Alimentaires (2010-)","Dominique","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Dominique","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Dominique","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","0.12"
"Bilans Alimentaires (2010-)","Dominique","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","0.18"
"Bilans Alimentaires (2010-)","Dominique","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","1.46"
"Bilans Alimentaires (2010-)","Dominique","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","0.2"
"Bilans Alimentaires (2010-)","Dominique","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","0.04"
"Bilans Alimentaires (2010-)","Dominique","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Dominique","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Dominique","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Égypte","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","1069"
"Bilans Alimentaires (2010-)","Égypte","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","95"
"Bilans Alimentaires (2010-)","Égypte","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","1"
"Bilans Alimentaires (2010-)","Égypte","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","1554"
"Bilans Alimentaires (2010-)","Égypte","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","119"
"Bilans Alimentaires (2010-)","Égypte","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","448"
"Bilans Alimentaires (2010-)","Égypte","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","1305.35"
"Bilans Alimentaires (2010-)","Égypte","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","465.05"
"Bilans Alimentaires (2010-)","Égypte","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","427.15"
"Bilans Alimentaires (2010-)","Égypte","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","14.31"
"Bilans Alimentaires (2010-)","Égypte","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","27.83"
"Bilans Alimentaires (2010-)","Égypte","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","6.55"
"Bilans Alimentaires (2010-)","Égypte","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","5.34"
"Bilans Alimentaires (2010-)","Égypte","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","El Salvador","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","47"
"Bilans Alimentaires (2010-)","El Salvador","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","El Salvador","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","26"
"Bilans Alimentaires (2010-)","El Salvador","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","150"
"Bilans Alimentaires (2010-)","El Salvador","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","El Salvador","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","6"
"Bilans Alimentaires (2010-)","El Salvador","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","9.02"
"Bilans Alimentaires (2010-)","El Salvador","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","0.31"
"Bilans Alimentaires (2010-)","El Salvador","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","30.17"
"Bilans Alimentaires (2010-)","El Salvador","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","0.95"
"Bilans Alimentaires (2010-)","El Salvador","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","2.74"
"Bilans Alimentaires (2010-)","El Salvador","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","0.41"
"Bilans Alimentaires (2010-)","El Salvador","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","0.19"
"Bilans Alimentaires (2010-)","El Salvador","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Émirats arabes unis","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","164"
"Bilans Alimentaires (2010-)","Émirats arabes unis","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","80"
"Bilans Alimentaires (2010-)","Émirats arabes unis","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","18"
"Bilans Alimentaires (2010-)","Émirats arabes unis","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","495"
"Bilans Alimentaires (2010-)","Émirats arabes unis","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","4"
"Bilans Alimentaires (2010-)","Émirats arabes unis","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","30"
"Bilans Alimentaires (2010-)","Émirats arabes unis","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","63.18"
"Bilans Alimentaires (2010-)","Émirats arabes unis","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","70.91"
"Bilans Alimentaires (2010-)","Émirats arabes unis","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","130.99"
"Bilans Alimentaires (2010-)","Émirats arabes unis","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","6.32"
"Bilans Alimentaires (2010-)","Émirats arabes unis","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","12.35"
"Bilans Alimentaires (2010-)","Émirats arabes unis","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","6.3"
"Bilans Alimentaires (2010-)","Émirats arabes unis","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","5.32"
"Bilans Alimentaires (2010-)","Émirats arabes unis","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","0.01"
"Bilans Alimentaires (2010-)","Équateur","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","219"
"Bilans Alimentaires (2010-)","Équateur","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","5"
"Bilans Alimentaires (2010-)","Équateur","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","259"
"Bilans Alimentaires (2010-)","Équateur","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","340"
"Bilans Alimentaires (2010-)","Équateur","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","1"
"Bilans Alimentaires (2010-)","Équateur","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","70"
"Bilans Alimentaires (2010-)","Équateur","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","18.58"
"Bilans Alimentaires (2010-)","Équateur","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","57.43"
"Bilans Alimentaires (2010-)","Équateur","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","43.28"
"Bilans Alimentaires (2010-)","Équateur","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","0.43"
"Bilans Alimentaires (2010-)","Équateur","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","13.68"
"Bilans Alimentaires (2010-)","Équateur","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","1.17"
"Bilans Alimentaires (2010-)","Équateur","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","0.19"
"Bilans Alimentaires (2010-)","Équateur","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","0.13"
"Bilans Alimentaires (2010-)","Espagne","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","538"
"Bilans Alimentaires (2010-)","Espagne","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","97"
"Bilans Alimentaires (2010-)","Espagne","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","2499"
"Bilans Alimentaires (2010-)","Espagne","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","1434"
"Bilans Alimentaires (2010-)","Espagne","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","65"
"Bilans Alimentaires (2010-)","Espagne","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","163"
"Bilans Alimentaires (2010-)","Espagne","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","134.43"
"Bilans Alimentaires (2010-)","Espagne","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","673.47"
"Bilans Alimentaires (2010-)","Espagne","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","635.02"
"Bilans Alimentaires (2010-)","Espagne","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","35.63"
"Bilans Alimentaires (2010-)","Espagne","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","162.95"
"Bilans Alimentaires (2010-)","Espagne","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","78.65"
"Bilans Alimentaires (2010-)","Espagne","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","428.25"
"Bilans Alimentaires (2010-)","Espagne","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","0.91"
"Bilans Alimentaires (2010-)","Estonie","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","10"
"Bilans Alimentaires (2010-)","Estonie","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","1"
"Bilans Alimentaires (2010-)","Estonie","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","49"
"Bilans Alimentaires (2010-)","Estonie","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","28"
"Bilans Alimentaires (2010-)","Estonie","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Estonie","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","4"
"Bilans Alimentaires (2010-)","Estonie","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","1.8"
"Bilans Alimentaires (2010-)","Estonie","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","9.7"
"Bilans Alimentaires (2010-)","Estonie","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","5.54"
"Bilans Alimentaires (2010-)","Estonie","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Estonie","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","3.89"
"Bilans Alimentaires (2010-)","Estonie","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","0.2"
"Bilans Alimentaires (2010-)","Estonie","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","0.79"
"Bilans Alimentaires (2010-)","Estonie","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","0.01"
"Bilans Alimentaires (2010-)","Eswatini","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","20"
"Bilans Alimentaires (2010-)","Eswatini","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","2"
"Bilans Alimentaires (2010-)","Eswatini","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","3"
"Bilans Alimentaires (2010-)","Eswatini","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","8"
"Bilans Alimentaires (2010-)","Eswatini","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Eswatini","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","3"
"Bilans Alimentaires (2010-)","Eswatini","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","0.29"
"Bilans Alimentaires (2010-)","Eswatini","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","1.58"
"Bilans Alimentaires (2010-)","Eswatini","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","1.03"
"Bilans Alimentaires (2010-)","Eswatini","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","1.38"
"Bilans Alimentaires (2010-)","Eswatini","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","0.04"
"Bilans Alimentaires (2010-)","Eswatini","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","0.01"
"Bilans Alimentaires (2010-)","Eswatini","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","0.03"
"Bilans Alimentaires (2010-)","Eswatini","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","0.03"
"Bilans Alimentaires (2010-)","États-Unis d'Amérique","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","12054"
"Bilans Alimentaires (2010-)","États-Unis d'Amérique","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","195"
"Bilans Alimentaires (2010-)","États-Unis d'Amérique","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","9618"
"Bilans Alimentaires (2010-)","États-Unis d'Amérique","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","18305"
"Bilans Alimentaires (2010-)","États-Unis d'Amérique","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","293"
"Bilans Alimentaires (2010-)","États-Unis d'Amérique","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","960"
"Bilans Alimentaires (2010-)","États-Unis d'Amérique","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","1746.68"
"Bilans Alimentaires (2010-)","États-Unis d'Amérique","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","2185.42"
"Bilans Alimentaires (2010-)","États-Unis d'Amérique","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","1230.33"
"Bilans Alimentaires (2010-)","États-Unis d'Amérique","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","6.36"
"Bilans Alimentaires (2010-)","États-Unis d'Amérique","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","2090.63"
"Bilans Alimentaires (2010-)","États-Unis d'Amérique","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","205.6"
"Bilans Alimentaires (2010-)","États-Unis d'Amérique","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","1000.17"
"Bilans Alimentaires (2010-)","États-Unis d'Amérique","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","23.66"
"Bilans Alimentaires (2010-)","Éthiopie","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","364"
"Bilans Alimentaires (2010-)","Éthiopie","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","162"
"Bilans Alimentaires (2010-)","Éthiopie","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","2"
"Bilans Alimentaires (2010-)","Éthiopie","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","68"
"Bilans Alimentaires (2010-)","Éthiopie","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","111"
"Bilans Alimentaires (2010-)","Éthiopie","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","134"
"Bilans Alimentaires (2010-)","Éthiopie","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","55.32"
"Bilans Alimentaires (2010-)","Éthiopie","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Éthiopie","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","1.98"
